Sexo;Comunidad autónoma;Enfermedades;Sí o no;Total
Mujeres;Castilla y León;Angina de pecho, enfermedad coronaria;Sí;0,72
Mujeres;Castilla y León;Angina de pecho, enfermedad coronaria;No;99,28
Mujeres;Castilla y León;Otras enfermedades del corazón;TOTAL;100
Mujeres;Castilla y León;Otras enfermedades del corazón;Sí;6,29
Mujeres;Castilla y León;Otras enfermedades del corazón;No;93,71
Mujeres;Castilla y León;Varices en las piernas;TOTAL;100
Mujeres;Castilla y León;Varices en las piernas;Sí;12,56
Mujeres;Castilla y León;Varices en las piernas;No;87,44
Mujeres;Castilla y León;Artrosis (excluyendo artritis);TOTAL;100
Mujeres;Castilla y León;Artrosis (excluyendo artritis);Sí;23,37
Mujeres;Castilla y León;Artrosis (excluyendo artritis);No;76,63
Mujeres;Castilla y León;Dolor de espalda crónico (cervical);TOTAL;100
Mujeres;Castilla y León;Dolor de espalda crónico (cervical);Sí;14,77
Mujeres;Castilla y León;Dolor de espalda crónico (cervical);No;85,23
Mujeres;Castilla y León;Dolor de espalda crónico (lumbar);TOTAL;100
Mujeres;Castilla y León;Dolor de espalda crónico (lumbar);Sí;17,23
Mujeres;Castilla y León;Dolor de espalda crónico (lumbar);No;82,77
Mujeres;Castilla y León;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);TOTAL;100
Mujeres;Castilla y León;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);Sí;15,99
Mujeres;Castilla y León;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);No;84,01
Mujeres;Castilla y León;Asma (incluida asma alérgica);TOTAL;100
Mujeres;Castilla y León;Asma (incluida asma alérgica);Sí;3,4
Mujeres;Castilla y León;Asma (incluida asma alérgica);No;96,6
Mujeres;Castilla y León;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);TOTAL;100
Mujeres;Castilla y León;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);Sí;2,46
Mujeres;Castilla y León;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);No;97,54
Mujeres;Castilla y León;Diabetes;TOTAL;100
Mujeres;Castilla y León;Diabetes;Sí;8,84
Mujeres;Castilla y León;Diabetes;No;91,16
Mujeres;Castilla y León;Úlcera de estómago o duodeno;TOTAL;100
Mujeres;Castilla y León;Úlcera de estómago o duodeno;Sí;0,52
Mujeres;Castilla y León;Úlcera de estómago o duodeno;No;99,48
Mujeres;Castilla y León;Incontinencia urinaria o problemas de control de la orina;TOTAL;100
Mujeres;Castilla y León;Incontinencia urinaria o problemas de control de la orina;Sí;5,21
Mujeres;Castilla y León;Incontinencia urinaria o problemas de control de la orina;No;94,79
Mujeres;Castilla y León;Colesterol alto;TOTAL;100
Mujeres;Castilla y León;Colesterol alto;Sí;18,35
Mujeres;Castilla y León;Colesterol alto;No;81,65
Mujeres;Castilla y León;Cataratas;TOTAL;100
Mujeres;Castilla y León;Cataratas;Sí;7,74
Mujeres;Castilla y León;Cataratas;No;92,26
Mujeres;Castilla y León;Problemas crónicos de piel;TOTAL;100
Mujeres;Castilla y León;Problemas crónicos de piel;Sí;6,78
Mujeres;Castilla y León;Problemas crónicos de piel;No;93,22
Mujeres;Castilla y León;Estreñimiento crónico;TOTAL;100
Mujeres;Castilla y León;Estreñimiento crónico;Sí;1,98
Mujeres;Castilla y León;Estreñimiento crónico;No;98,02
Mujeres;Castilla y León;Cirrosis, disfunción hepática;TOTAL;100
Mujeres;Castilla y León;Cirrosis, disfunción hepática;Sí;0,58
Mujeres;Castilla y León;Cirrosis, disfunción hepática;No;99,42
Mujeres;Castilla y León;Depresión;TOTAL;100
Mujeres;Castilla y León;Depresión;Sí;10,03
Mujeres;Castilla y León;Depresión;No;89,97
Mujeres;Castilla y León;Ansiedad crónica;TOTAL;100
Mujeres;Castilla y León;Ansiedad crónica;Sí;9,29
Mujeres;Castilla y León;Ansiedad crónica;No;90,71
Mujeres;Castilla y León;Otros problemas mentales;TOTAL;100
Mujeres;Castilla y León;Otros problemas mentales;Sí;0,97
Mujeres;Castilla y León;Otros problemas mentales;No;99,03
Mujeres;Castilla y León;Ictus (embolia, infarto cerebral, hemorragia cerebral);TOTAL;100
Mujeres;Castilla y León;Ictus (embolia, infarto cerebral, hemorragia cerebral);Sí;1,19
Mujeres;Castilla y León;Ictus (embolia, infarto cerebral, hemorragia cerebral);No;98,81
Mujeres;Castilla y León;Migraña o dolor de cabeza frecuente;TOTAL;100
Mujeres;Castilla y León;Migraña o dolor de cabeza frecuente;Sí;13,16
Mujeres;Castilla y León;Migraña o dolor de cabeza frecuente;No;86,84
Mujeres;Castilla y León;Hemorroides;TOTAL;100
Mujeres;Castilla y León;Hemorroides;Sí;5,42
Mujeres;Castilla y León;Hemorroides;No;94,58
Mujeres;Castilla y León;Tumores malignos;TOTAL;100
Mujeres;Castilla y León;Tumores malignos;Sí;1,27
Mujeres;Castilla y León;Tumores malignos;No;98,73
Mujeres;Castilla y León;Osteoporosis;TOTAL;100
Mujeres;Castilla y León;Osteoporosis;Sí;8,48
Mujeres;Castilla y León;Osteoporosis;No;91,52
Mujeres;Castilla y León;Problemas de tiroides;TOTAL;100
Mujeres;Castilla y León;Problemas de tiroides;Sí;11,41
Mujeres;Castilla y León;Problemas de tiroides;No;88,59
Mujeres;Castilla y León;Problemas de riñón;TOTAL;100
Mujeres;Castilla y León;Problemas de riñón;Sí;3,18
Mujeres;Castilla y León;Problemas de riñón;No;96,82
Mujeres;Castilla y León;Problemas de próstata (solo hombres);TOTAL;0
Mujeres;Castilla y León;Problemas de próstata (solo hombres);Sí;0
Mujeres;Castilla y León;Problemas de próstata (solo hombres);No;0
Mujeres;Castilla y León;Problemas del periodo menopáusico (solo mujeres);TOTAL;100
Mujeres;Castilla y León;Problemas del periodo menopáusico (solo mujeres);Sí;2,05
Mujeres;Castilla y León;Problemas del periodo menopáusico (solo mujeres);No;97,95
Mujeres;Castilla y León;Lesiones o defectos permanentes causados por un accidente;TOTAL;100
Mujeres;Castilla y León;Lesiones o defectos permanentes causados por un accidente;Sí;3,51
Mujeres;Castilla y León;Lesiones o defectos permanentes causados por un accidente;No;96,49
Mujeres;Castilla-La Mancha;Tensión alta;TOTAL;100
Mujeres;Castilla-La Mancha;Tensión alta;Sí;20,51
Mujeres;Castilla-La Mancha;Tensión alta;No;79,4
Mujeres;Castilla-La Mancha;Infarto de miocardio;TOTAL;100
Mujeres;Castilla-La Mancha;Infarto de miocardio;Sí;0,04
Mujeres;Castilla-La Mancha;Infarto de miocardio;No;99,96
Mujeres;Castilla-La Mancha;Angina de pecho, enfermedad coronaria;TOTAL;100
Mujeres;Castilla-La Mancha;Angina de pecho, enfermedad coronaria;Sí;0,25
Mujeres;Castilla-La Mancha;Angina de pecho, enfermedad coronaria;No;99,75
Mujeres;Castilla-La Mancha;Otras enfermedades del corazón;TOTAL;100
Mujeres;Castilla-La Mancha;Otras enfermedades del corazón;Sí;3,61
Mujeres;Castilla-La Mancha;Otras enfermedades del corazón;No;96,39
Mujeres;Castilla-La Mancha;Varices en las piernas;TOTAL;100
Mujeres;Castilla-La Mancha;Varices en las piernas;Sí;11,36
Mujeres;Castilla-La Mancha;Varices en las piernas;No;88,64
Mujeres;Castilla-La Mancha;Artrosis (excluyendo artritis);TOTAL;100
Mujeres;Castilla-La Mancha;Artrosis (excluyendo artritis);Sí;23,01
Mujeres;Castilla-La Mancha;Artrosis (excluyendo artritis);No;76,99
Mujeres;Castilla-La Mancha;Dolor de espalda crónico (cervical);TOTAL;100
Mujeres;Castilla-La Mancha;Dolor de espalda crónico (cervical);Sí;16,8
Mujeres;Castilla-La Mancha;Dolor de espalda crónico (cervical);No;83,2
Mujeres;Castilla-La Mancha;Dolor de espalda crónico (lumbar);TOTAL;100
Mujeres;Castilla-La Mancha;Dolor de espalda crónico (lumbar);Sí;19,72
Mujeres;Castilla-La Mancha;Dolor de espalda crónico (lumbar);No;80,28
Mujeres;Castilla-La Mancha;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);TOTAL;100
Mujeres;Castilla-La Mancha;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);Sí;9,77
Mujeres;Castilla-La Mancha;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);No;90,23
Mujeres;Castilla-La Mancha;Asma (incluida asma alérgica);TOTAL;100
Mujeres;Castilla-La Mancha;Asma (incluida asma alérgica);Sí;4,98
Mujeres;Castilla-La Mancha;Asma (incluida asma alérgica);No;95,02
Mujeres;Castilla-La Mancha;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);TOTAL;100
Mujeres;Castilla-La Mancha;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);Sí;1,17
Mujeres;Castilla-La Mancha;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);No;98,83
Mujeres;Castilla-La Mancha;Diabetes;TOTAL;100
Mujeres;Castilla-La Mancha;Diabetes;Sí;7,3
Mujeres;Castilla-La Mancha;Diabetes;No;92,7
Mujeres;Castilla-La Mancha;Úlcera de estómago o duodeno;TOTAL;100
Mujeres;Castilla-La Mancha;Úlcera de estómago o duodeno;Sí;2,37
Mujeres;Castilla-La Mancha;Úlcera de estómago o duodeno;No;97,63
Mujeres;Castilla-La Mancha;Incontinencia urinaria o problemas de control de la orina;TOTAL;100
Mujeres;Castilla-La Mancha;Incontinencia urinaria o problemas de control de la orina;Sí;2,69
Mujeres;Castilla-La Mancha;Incontinencia urinaria o problemas de control de la orina;No;97,31
Mujeres;Castilla-La Mancha;Colesterol alto;TOTAL;100
Mujeres;Castilla-La Mancha;Colesterol alto;Sí;16,54
Mujeres;Castilla-La Mancha;Colesterol alto;No;83,46
Mujeres;Castilla-La Mancha;Cataratas;TOTAL;100
Mujeres;Castilla-La Mancha;Cataratas;Sí;6,6
Mujeres;Castilla-La Mancha;Cataratas;No;93,4
Mujeres;Castilla-La Mancha;Problemas crónicos de piel;TOTAL;100
Mujeres;Castilla-La Mancha;Problemas crónicos de piel;Sí;2,51
Mujeres;Castilla-La Mancha;Problemas crónicos de piel;No;97,49
Mujeres;Castilla-La Mancha;Estreñimiento crónico;TOTAL;100
Mujeres;Castilla-La Mancha;Estreñimiento crónico;Sí;4,04
Mujeres;Castilla-La Mancha;Estreñimiento crónico;No;95,96
Mujeres;Castilla-La Mancha;Cirrosis, disfunción hepática;TOTAL;100
Mujeres;Castilla-La Mancha;Cirrosis, disfunción hepática;Sí;1,01
Mujeres;Castilla-La Mancha;Cirrosis, disfunción hepática;No;98,99
Mujeres;Castilla-La Mancha;Depresión;TOTAL;100
Mujeres;Castilla-La Mancha;Depresión;Sí;5,87
Mujeres;Castilla-La Mancha;Depresión;No;94,13
Mujeres;Castilla-La Mancha;Ansiedad crónica;TOTAL;100
Mujeres;Castilla-La Mancha;Ansiedad crónica;Sí;7,09
Mujeres;Castilla-La Mancha;Ansiedad crónica;No;92,91
Mujeres;Castilla-La Mancha;Otros problemas mentales;TOTAL;100
Mujeres;Castilla-La Mancha;Otros problemas mentales;Sí;0,86
Mujeres;Castilla-La Mancha;Otros problemas mentales;No;99,14
Mujeres;Castilla-La Mancha;Ictus (embolia, infarto cerebral, hemorragia cerebral);TOTAL;100
Mujeres;Castilla-La Mancha;Ictus (embolia, infarto cerebral, hemorragia cerebral);Sí;0,43
Mujeres;Castilla-La Mancha;Ictus (embolia, infarto cerebral, hemorragia cerebral);No;99,57
Mujeres;Castilla-La Mancha;Migraña o dolor de cabeza frecuente;TOTAL;100
Mujeres;Castilla-La Mancha;Migraña o dolor de cabeza frecuente;Sí;10,69
Mujeres;Castilla-La Mancha;Migraña o dolor de cabeza frecuente;No;89,31
Mujeres;Castilla-La Mancha;Hemorroides;TOTAL;100
Mujeres;Castilla-La Mancha;Hemorroides;Sí;4,59
Mujeres;Castilla-La Mancha;Hemorroides;No;95,41
Mujeres;Castilla-La Mancha;Tumores malignos;TOTAL;100
Mujeres;Castilla-La Mancha;Tumores malignos;Sí;0,82
Mujeres;Castilla-La Mancha;Tumores malignos;No;99,18
Mujeres;Castilla-La Mancha;Osteoporosis;TOTAL;100
Mujeres;Castilla-La Mancha;Osteoporosis;Sí;5,77
Mujeres;Castilla-La Mancha;Osteoporosis;No;94,23
Mujeres;Castilla-La Mancha;Problemas de tiroides;TOTAL;100
Mujeres;Castilla-La Mancha;Problemas de tiroides;Sí;8,16
Mujeres;Castilla-La Mancha;Problemas de tiroides;No;91,84
Mujeres;Castilla-La Mancha;Problemas de riñón;TOTAL;100
Mujeres;Castilla-La Mancha;Problemas de riñón;Sí;1,4
Mujeres;Castilla-La Mancha;Problemas de riñón;No;98,6
Mujeres;Castilla-La Mancha;Problemas de próstata (solo hombres);TOTAL;0
Mujeres;Castilla-La Mancha;Problemas de próstata (solo hombres);Sí;0
Mujeres;Castilla-La Mancha;Problemas de próstata (solo hombres);No;0
Mujeres;Castilla-La Mancha;Problemas del periodo menopáusico (solo mujeres);TOTAL;100
Mujeres;Castilla-La Mancha;Problemas del periodo menopáusico (solo mujeres);Sí;2,84
Mujeres;Castilla-La Mancha;Problemas del periodo menopáusico (solo mujeres);No;97,16
Mujeres;Castilla-La Mancha;Lesiones o defectos permanentes causados por un accidente;TOTAL;100
Mujeres;Castilla-La Mancha;Lesiones o defectos permanentes causados por un accidente;Sí;2,77
Mujeres;Castilla-La Mancha;Lesiones o defectos permanentes causados por un accidente;No;97,23
Mujeres;Cataluña;Tensión alta;TOTAL;100
Mujeres;Cataluña;Tensión alta;Sí;15,79
Mujeres;Cataluña;Tensión alta;No;83,91
Mujeres;Cataluña;Infarto de miocardio;TOTAL;100
Mujeres;Cataluña;Infarto de miocardio;Sí;0,24
Mujeres;Cataluña;Infarto de miocardio;No;99,76
Mujeres;Cataluña;Angina de pecho, enfermedad coronaria;TOTAL;100
Mujeres;Cataluña;Angina de pecho, enfermedad coronaria;Sí;0,41
Mujeres;Cataluña;Angina de pecho, enfermedad coronaria;No;99,59
Mujeres;Cataluña;Otras enfermedades del corazón;TOTAL;100
Mujeres;Cataluña;Otras enfermedades del corazón;Sí;3,64
Mujeres;Cataluña;Otras enfermedades del corazón;No;96,36
Mujeres;Cataluña;Varices en las piernas;TOTAL;100
Mujeres;Cataluña;Varices en las piernas;Sí;7,96
Mujeres;Cataluña;Varices en las piernas;No;92,04
Mujeres;Cataluña;Artrosis (excluyendo artritis);TOTAL;100
Mujeres;Cataluña;Artrosis (excluyendo artritis);Sí;14,03
Mujeres;Cataluña;Artrosis (excluyendo artritis);No;85,97
Mujeres;Cataluña;Dolor de espalda crónico (cervical);TOTAL;100
Mujeres;Cataluña;Dolor de espalda crónico (cervical);Sí;10,9
Mujeres;Cataluña;Dolor de espalda crónico (cervical);No;89,1
Mujeres;Cataluña;Dolor de espalda crónico (lumbar);TOTAL;100
Mujeres;Cataluña;Dolor de espalda crónico (lumbar);Sí;13,84
Mujeres;Cataluña;Dolor de espalda crónico (lumbar);No;86,16
Mujeres;Cataluña;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);TOTAL;100
Mujeres;Cataluña;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);Sí;10,41
Mujeres;Cataluña;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);No;89,59
Mujeres;Cataluña;Asma (incluida asma alérgica);TOTAL;100
Mujeres;Cataluña;Asma (incluida asma alérgica);Sí;3,9
Mujeres;Cataluña;Asma (incluida asma alérgica);No;96,1
Mujeres;Cataluña;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);TOTAL;100
Mujeres;Cataluña;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);Sí;2,31
Mujeres;Cataluña;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);No;97,69
Mujeres;Cataluña;Diabetes;TOTAL;100
Mujeres;Cataluña;Diabetes;Sí;5,5
Mujeres;Cataluña;Diabetes;No;94,5
Mujeres;Cataluña;Úlcera de estómago o duodeno;TOTAL;100
Mujeres;Cataluña;Úlcera de estómago o duodeno;Sí;1,56
Mujeres;Cataluña;Úlcera de estómago o duodeno;No;98,44
Mujeres;Cataluña;Incontinencia urinaria o problemas de control de la orina;TOTAL;100
Mujeres;Cataluña;Incontinencia urinaria o problemas de control de la orina;Sí;4,3
Mujeres;Cataluña;Incontinencia urinaria o problemas de control de la orina;No;95,7
Mujeres;Cataluña;Colesterol alto;TOTAL;100
Mujeres;Cataluña;Colesterol alto;Sí;12,08
Mujeres;Cataluña;Colesterol alto;No;87,92
Mujeres;Cataluña;Cataratas;TOTAL;100
Mujeres;Cataluña;Cataratas;Sí;3,57
Mujeres;Cataluña;Cataratas;No;96,43
Mujeres;Cataluña;Problemas crónicos de piel;TOTAL;100
Mujeres;Cataluña;Problemas crónicos de piel;Sí;4,38
Mujeres;Cataluña;Problemas crónicos de piel;No;95,62
Mujeres;Cataluña;Estreñimiento crónico;TOTAL;100
Mujeres;Cataluña;Estreñimiento crónico;Sí;3,58
Mujeres;Cataluña;Estreñimiento crónico;No;96,42
Mujeres;Cataluña;Cirrosis, disfunción hepática;TOTAL;100
Mujeres;Cataluña;Cirrosis, disfunción hepática;Sí;0,75
Mujeres;Cataluña;Cirrosis, disfunción hepática;No;99,25
Mujeres;Cataluña;Depresión;TOTAL;100
Mujeres;Cataluña;Depresión;Sí;7,12
Mujeres;Cataluña;Depresión;No;92,88
Mujeres;Cataluña;Ansiedad crónica;TOTAL;100
Mujeres;Cataluña;Ansiedad crónica;Sí;8,42
Mujeres;Cataluña;Ansiedad crónica;No;91,58
Mujeres;Cataluña;Otros problemas mentales;TOTAL;100
Mujeres;Cataluña;Otros problemas mentales;Sí;1,32
Mujeres;Cataluña;Otros problemas mentales;No;98,68
Mujeres;Cataluña;Ictus (embolia, infarto cerebral, hemorragia cerebral);TOTAL;100
Mujeres;Cataluña;Ictus (embolia, infarto cerebral, hemorragia cerebral);Sí;0,65
Mujeres;Cataluña;Ictus (embolia, infarto cerebral, hemorragia cerebral);No;99,35
Mujeres;Cataluña;Migraña o dolor de cabeza frecuente;TOTAL;100
Mujeres;Cataluña;Migraña o dolor de cabeza frecuente;Sí;9,66
Mujeres;Cataluña;Migraña o dolor de cabeza frecuente;No;90,34
Mujeres;Cataluña;Hemorroides;TOTAL;100
Mujeres;Cataluña;Hemorroides;Sí;2,87
Mujeres;Cataluña;Hemorroides;No;97,13
Mujeres;Cataluña;Tumores malignos;TOTAL;100
Mujeres;Cataluña;Tumores malignos;Sí;1,18
Mujeres;Cataluña;Tumores malignos;No;98,82
Mujeres;Cataluña;Osteoporosis;TOTAL;100
Mujeres;Cataluña;Osteoporosis;Sí;4,72
Mujeres;Cataluña;Osteoporosis;No;95,28
Mujeres;Cataluña;Problemas de tiroides;TOTAL;100
Mujeres;Cataluña;Problemas de tiroides;Sí;7,37
Mujeres;Cataluña;Problemas de tiroides;No;92,63
Mujeres;Cataluña;Problemas de riñón;TOTAL;100
Mujeres;Cataluña;Problemas de riñón;Sí;2,13
Mujeres;Cataluña;Problemas de riñón;No;97,87
Mujeres;Cataluña;Problemas de próstata (solo hombres);TOTAL;0
Mujeres;Cataluña;Problemas de próstata (solo hombres);Sí;0
Mujeres;Cataluña;Problemas de próstata (solo hombres);No;0
Mujeres;Cataluña;Problemas del periodo menopáusico (solo mujeres);TOTAL;100
Mujeres;Cataluña;Problemas del periodo menopáusico (solo mujeres);Sí;3,65
Mujeres;Cataluña;Problemas del periodo menopáusico (solo mujeres);No;96,35
Mujeres;Cataluña;Lesiones o defectos permanentes causados por un accidente;TOTAL;100
Mujeres;Cataluña;Lesiones o defectos permanentes causados por un accidente;Sí;2,35
Mujeres;Cataluña;Lesiones o defectos permanentes causados por un accidente;No;97,65
Mujeres;Comunitat Valenciana;Tensión alta;TOTAL;100
Mujeres;Comunitat Valenciana;Tensión alta;Sí;18,26
Mujeres;Comunitat Valenciana;Tensión alta;No;81,74
Mujeres;Comunitat Valenciana;Infarto de miocardio;TOTAL;100
Mujeres;Comunitat Valenciana;Infarto de miocardio;Sí;0,32
Mujeres;Comunitat Valenciana;Infarto de miocardio;No;99,68
Mujeres;Comunitat Valenciana;Angina de pecho, enfermedad coronaria;TOTAL;100
Mujeres;Comunitat Valenciana;Angina de pecho, enfermedad coronaria;Sí;0,44
Mujeres;Comunitat Valenciana;Angina de pecho, enfermedad coronaria;No;99,56
Mujeres;Comunitat Valenciana;Otras enfermedades del corazón;TOTAL;100
Mujeres;Comunitat Valenciana;Otras enfermedades del corazón;Sí;3,21
Mujeres;Comunitat Valenciana;Otras enfermedades del corazón;No;96,79
Mujeres;Comunitat Valenciana;Varices en las piernas;TOTAL;100
