Sexo	Total Nacional	Comunidades y Ciudades Autónomas	Enfermedades	Sí o no	Total
Mujeres	Total	Navarra (Comunidad Foral de)	Hemorroides	No	95.94
Mujeres	Total	Navarra (Comunidad Foral de)	Tumores malignos	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Tumores malignos	Sí	1.25
Mujeres	Total	Navarra (Comunidad Foral de)	Tumores malignos	No	98.75
Mujeres	Total	Navarra (Comunidad Foral de)	Osteoporosis	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Osteoporosis	Sí	4.72
Mujeres	Total	Navarra (Comunidad Foral de)	Osteoporosis	No	95.28
Mujeres	Total	Navarra (Comunidad Foral de)	Problemas de tiroides	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Problemas de tiroides	Sí	8.24
Mujeres	Total	Navarra (Comunidad Foral de)	Problemas de tiroides	No	91.76
Mujeres	Total	Navarra (Comunidad Foral de)	Problemas de riñón	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Problemas de riñón	Sí	1.59
Mujeres	Total	Navarra (Comunidad Foral de)	Problemas de riñón	No	98.41
Mujeres	Total	Navarra (Comunidad Foral de)	Problemas de próstata (solo hombres)	TOTAL	0
Mujeres	Total	Navarra (Comunidad Foral de)	Problemas de próstata (solo hombres)	Sí	0
Mujeres	Total	Navarra (Comunidad Foral de)	Problemas de próstata (solo hombres)	No	0
Mujeres	Total	Navarra (Comunidad Foral de)	Problemas del periodo menopáusico (solo mujeres)	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Problemas del periodo menopáusico (solo mujeres)	Sí	5.43
Mujeres	Total	Navarra (Comunidad Foral de)	Problemas del periodo menopáusico (solo mujeres)	No	94.57
Mujeres	Total	Navarra (Comunidad Foral de)	Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Lesiones o defectos permanentes causados por un accidente	Sí	4.41
Mujeres	Total	Navarra (Comunidad Foral de)	Lesiones o defectos permanentes causados por un accidente	No	95.59
Mujeres	Total	País Vasco	Tensión alta	TOTAL	100
Mujeres	Total	País Vasco	Tensión alta	Sí	19.37
Mujeres	Total	País Vasco	Tensión alta	No	79.5
Mujeres	Total	País Vasco	Infarto de miocardio	TOTAL	100
Mujeres	Total	País Vasco	Infarto de miocardio	Sí	0.41
Mujeres	Total	País Vasco	Infarto de miocardio	No	99.59
Mujeres	Total	País Vasco	Angina de pecho. enfermedad coronaria	TOTAL	100
Mujeres	Total	País Vasco	Angina de pecho. enfermedad coronaria	Sí	0.99
Mujeres	Total	País Vasco	Angina de pecho. enfermedad coronaria	No	99.01
Mujeres	Total	País Vasco	Otras enfermedades del corazón	TOTAL	100
Mujeres	Total	País Vasco	Otras enfermedades del corazón	Sí	6.61
Mujeres	Total	País Vasco	Otras enfermedades del corazón	No	93.39
Mujeres	Total	País Vasco	Varices en las piernas	TOTAL	100
Mujeres	Total	País Vasco	Varices en las piernas	Sí	12.44
Mujeres	Total	País Vasco	Varices en las piernas	No	87.56
Mujeres	Total	País Vasco	Artrosis (excluyendo artritis)	TOTAL	100
Mujeres	Total	País Vasco	Artrosis (excluyendo artritis)	Sí	19.42
Mujeres	Total	País Vasco	Artrosis (excluyendo artritis)	No	80.58
Mujeres	Total	País Vasco	Dolor de espalda crónico (cervical)	TOTAL	100
Mujeres	Total	País Vasco	Dolor de espalda crónico (cervical)	Sí	13.19
Mujeres	Total	País Vasco	Dolor de espalda crónico (cervical)	No	86.81
Mujeres	Total	País Vasco	Dolor de espalda crónico (lumbar)	TOTAL	100
Mujeres	Total	País Vasco	Dolor de espalda crónico (lumbar)	Sí	15.51
Mujeres	Total	País Vasco	Dolor de espalda crónico (lumbar)	No	84.49
Mujeres	Total	País Vasco	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	TOTAL	100
Mujeres	Total	País Vasco	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	Sí	10.96
Mujeres	Total	País Vasco	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	No	89.04
Mujeres	Total	País Vasco	Asma (incluida asma alérgica)	TOTAL	100
Mujeres	Total	País Vasco	Asma (incluida asma alérgica)	Sí	4.31
Mujeres	Total	País Vasco	Asma (incluida asma alérgica)	No	95.69
Mujeres	Total	País Vasco	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	TOTAL	100
Mujeres	Total	País Vasco	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	Sí	2.16
Mujeres	Total	País Vasco	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	No	97.84
Mujeres	Total	País Vasco	Diabetes	TOTAL	100
Mujeres	Total	País Vasco	Diabetes	Sí	6.36
Mujeres	Total	País Vasco	Diabetes	No	93.64
Mujeres	Total	País Vasco	Úlcera de estómago o duodeno	TOTAL	100
Mujeres	Total	País Vasco	Úlcera de estómago o duodeno	Sí	1.49
Mujeres	Total	País Vasco	Úlcera de estómago o duodeno	No	98.51
Mujeres	Total	País Vasco	Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Mujeres	Total	País Vasco	Incontinencia urinaria o problemas de control de la orina	Sí	6.95
Mujeres	Total	País Vasco	Incontinencia urinaria o problemas de control de la orina	No	93.05
Mujeres	Total	País Vasco	Colesterol alto	TOTAL	100
Mujeres	Total	País Vasco	Colesterol alto	Sí	17.58
Mujeres	Total	País Vasco	Colesterol alto	No	82.42
Mujeres	Total	País Vasco	Cataratas	TOTAL	100
Mujeres	Total	País Vasco	Cataratas	Sí	5.66
Mujeres	Total	País Vasco	Cataratas	No	94.34
Mujeres	Total	País Vasco	Problemas crónicos de piel	TOTAL	100
Mujeres	Total	País Vasco	Problemas crónicos de piel	Sí	5.4
Mujeres	Total	País Vasco	Problemas crónicos de piel	No	94.6
Mujeres	Total	País Vasco	Estreñimiento crónico	TOTAL	100
Mujeres	Total	País Vasco	Estreñimiento crónico	Sí	4.94
Mujeres	Total	País Vasco	Estreñimiento crónico	No	95.06
Mujeres	Total	País Vasco	Cirrosis. disfunción hepática	TOTAL	100
Mujeres	Total	País Vasco	Cirrosis. disfunción hepática	Sí	0.92
Mujeres	Total	País Vasco	Cirrosis. disfunción hepática	No	99.08
Mujeres	Total	País Vasco	Depresión	TOTAL	100
Mujeres	Total	País Vasco	Depresión	Sí	7.76
Mujeres	Total	País Vasco	Depresión	No	92.24
Mujeres	Total	País Vasco	Ansiedad crónica	TOTAL	100
Mujeres	Total	País Vasco	Ansiedad crónica	Sí	7.72
Mujeres	Total	País Vasco	Ansiedad crónica	No	92.28
Mujeres	Total	País Vasco	Otros problemas mentales	TOTAL	100
Mujeres	Total	País Vasco	Otros problemas mentales	Sí	2.39
Mujeres	Total	País Vasco	Otros problemas mentales	No	97.61
Mujeres	Total	País Vasco	Ictus (embolia. infarto cerebral. hemorragia cerebral)	TOTAL	100
Mujeres	Total	País Vasco	Ictus (embolia. infarto cerebral. hemorragia cerebral)	Sí	1.35
Mujeres	Total	País Vasco	Ictus (embolia. infarto cerebral. hemorragia cerebral)	No	98.65
Mujeres	Total	País Vasco	Migraña o dolor de cabeza frecuente	TOTAL	100
Mujeres	Total	País Vasco	Migraña o dolor de cabeza frecuente	Sí	8.17
Mujeres	Total	País Vasco	Migraña o dolor de cabeza frecuente	No	91.83
Mujeres	Total	País Vasco	Hemorroides	TOTAL	100
Mujeres	Total	País Vasco	Hemorroides	Sí	5.76
Mujeres	Total	País Vasco	Hemorroides	No	94.24
Mujeres	Total	País Vasco	Tumores malignos	TOTAL	100
Mujeres	Total	País Vasco	Tumores malignos	Sí	2.25
Mujeres	Total	País Vasco	Tumores malignos	No	97.75
Mujeres	Total	País Vasco	Osteoporosis	TOTAL	100
Mujeres	Total	País Vasco	Osteoporosis	Sí	5.75
Mujeres	Total	País Vasco	Osteoporosis	No	94.25
Mujeres	Total	País Vasco	Problemas de tiroides	TOTAL	100
Mujeres	Total	País Vasco	Problemas de tiroides	Sí	10.11
Mujeres	Total	País Vasco	Problemas de tiroides	No	89.89
Mujeres	Total	País Vasco	Problemas de riñón	TOTAL	100
Mujeres	Total	País Vasco	Problemas de riñón	Sí	2.66
Mujeres	Total	País Vasco	Problemas de riñón	No	97.34
Mujeres	Total	País Vasco	Problemas de próstata (solo hombres)	TOTAL	0
Mujeres	Total	País Vasco	Problemas de próstata (solo hombres)	Sí	0
Mujeres	Total	País Vasco	Problemas de próstata (solo hombres)	No	0
Mujeres	Total	País Vasco	Problemas del periodo menopáusico (solo mujeres)	TOTAL	100
Mujeres	Total	País Vasco	Problemas del periodo menopáusico (solo mujeres)	Sí	5.28
Mujeres	Total	País Vasco	Problemas del periodo menopáusico (solo mujeres)	No	94.72
Mujeres	Total	País Vasco	Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Mujeres	Total	País Vasco	Lesiones o defectos permanentes causados por un accidente	Sí	5.31
Mujeres	Total	País Vasco	Lesiones o defectos permanentes causados por un accidente	No	94.69
Mujeres	Total	Rioja (La)	Tensión alta	TOTAL	100
Mujeres	Total	Rioja (La)	Tensión alta	Sí	21.35
Mujeres	Total	Rioja (La)	Tensión alta	No	77.47
Mujeres	Total	Rioja (La)	Infarto de miocardio	TOTAL	100
Mujeres	Total	Rioja (La)	Infarto de miocardio	Sí	0.34
Mujeres	Total	Rioja (La)	Infarto de miocardio	No	99.66
Mujeres	Total	Rioja (La)	Angina de pecho. enfermedad coronaria	TOTAL	100
Mujeres	Total	Rioja (La)	Angina de pecho. enfermedad coronaria	Sí	0.1
Mujeres	Total	Rioja (La)	Angina de pecho. enfermedad coronaria	No	99.9
Mujeres	Total	Rioja (La)	Otras enfermedades del corazón	TOTAL	100
Mujeres	Total	Rioja (La)	Otras enfermedades del corazón	Sí	2.5
Mujeres	Total	Rioja (La)	Otras enfermedades del corazón	No	97.5
Mujeres	Total	Rioja (La)	Varices en las piernas	TOTAL	100
Mujeres	Total	Rioja (La)	Varices en las piernas	Sí	14.82
Mujeres	Total	Rioja (La)	Varices en las piernas	No	85.18
Mujeres	Total	Rioja (La)	Artrosis (excluyendo artritis)	TOTAL	100
Mujeres	Total	Rioja (La)	Artrosis (excluyendo artritis)	Sí	16.95
Mujeres	Total	Rioja (La)	Artrosis (excluyendo artritis)	No	83.05
Mujeres	Total	Rioja (La)	Dolor de espalda crónico (cervical)	TOTAL	100
Mujeres	Total	Rioja (La)	Dolor de espalda crónico (cervical)	Sí	15.21
Mujeres	Total	Rioja (La)	Dolor de espalda crónico (cervical)	No	84.79
Mujeres	Total	Rioja (La)	Dolor de espalda crónico (lumbar)	TOTAL	100
Mujeres	Total	Rioja (La)	Dolor de espalda crónico (lumbar)	Sí	17.07
Mujeres	Total	Rioja (La)	Dolor de espalda crónico (lumbar)	No	82.93
Mujeres	Total	Rioja (La)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	TOTAL	100
Mujeres	Total	Rioja (La)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	Sí	10.27
Mujeres	Total	Rioja (La)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	No	89.73
Mujeres	Total	Rioja (La)	Asma (incluida asma alérgica)	TOTAL	100
Mujeres	Total	Rioja (La)	Asma (incluida asma alérgica)	Sí	2.8
Mujeres	Total	Rioja (La)	Asma (incluida asma alérgica)	No	97.2
Mujeres	Total	Rioja (La)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	TOTAL	100
Mujeres	Total	Rioja (La)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	Sí	2.01
Mujeres	Total	Rioja (La)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	No	97.99
Mujeres	Total	Rioja (La)	Diabetes	TOTAL	100
Mujeres	Total	Rioja (La)	Diabetes	Sí	5.36
Mujeres	Total	Rioja (La)	Diabetes	No	94.64
Mujeres	Total	Rioja (La)	Úlcera de estómago o duodeno	TOTAL	100
Mujeres	Total	Rioja (La)	Úlcera de estómago o duodeno	Sí	0.85
Mujeres	Total	Rioja (La)	Úlcera de estómago o duodeno	No	99.15
Mujeres	Total	Rioja (La)	Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Mujeres	Total	Rioja (La)	Incontinencia urinaria o problemas de control de la orina	Sí	4.21
Mujeres	Total	Rioja (La)	Incontinencia urinaria o problemas de control de la orina	No	95.79
Mujeres	Total	Rioja (La)	Colesterol alto	TOTAL	100
Mujeres	Total	Rioja (La)	Colesterol alto	Sí	19.29
Mujeres	Total	Rioja (La)	Colesterol alto	No	80.71
Mujeres	Total	Rioja (La)	Cataratas	TOTAL	100
Mujeres	Total	Rioja (La)	Cataratas	Sí	6.79
Mujeres	Total	Rioja (La)	Cataratas	No	93.21
Mujeres	Total	Rioja (La)	Problemas crónicos de piel	TOTAL	100
Mujeres	Total	Rioja (La)	Problemas crónicos de piel	Sí	8.46
Mujeres	Total	Rioja (La)	Problemas crónicos de piel	No	91.54
Mujeres	Total	Rioja (La)	Estreñimiento crónico	TOTAL	100
Mujeres	Total	Rioja (La)	Estreñimiento crónico	Sí	4.47
Mujeres	Total	Rioja (La)	Estreñimiento crónico	No	95.53
Mujeres	Total	Rioja (La)	Cirrosis. disfunción hepática	TOTAL	100
Mujeres	Total	Rioja (La)	Cirrosis. disfunción hepática	Sí	0.44
Mujeres	Total	Rioja (La)	Cirrosis. disfunción hepática	No	99.56
Mujeres	Total	Rioja (La)	Depresión	TOTAL	100
Mujeres	Total	Rioja (La)	Depresión	Sí	9.21
Mujeres	Total	Rioja (La)	Depresión	No	90.79
Mujeres	Total	Rioja (La)	Ansiedad crónica	TOTAL	100
Mujeres	Total	Rioja (La)	Ansiedad crónica	Sí	5.39
Mujeres	Total	Rioja (La)	Ansiedad crónica	No	94.61
Mujeres	Total	Rioja (La)	Otros problemas mentales	TOTAL	100
Mujeres	Total	Rioja (La)	Otros problemas mentales	Sí	1.31
Mujeres	Total	Rioja (La)	Otros problemas mentales	No	98.69
Mujeres	Total	Rioja (La)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	TOTAL	100
Mujeres	Total	Rioja (La)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	Sí	0.26
Mujeres	Total	Rioja (La)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	No	99.74
Mujeres	Total	Rioja (La)	Migraña o dolor de cabeza frecuente	TOTAL	100
Mujeres	Total	Rioja (La)	Migraña o dolor de cabeza frecuente	Sí	12.4
Mujeres	Total	Rioja (La)	Migraña o dolor de cabeza frecuente	No	87.6
Mujeres	Total	Rioja (La)	Hemorroides	TOTAL	100
Mujeres	Total	Rioja (La)	Hemorroides	Sí	6.33
Mujeres	Total	Rioja (La)	Hemorroides	No	93.67
Mujeres	Total	Rioja (La)	Tumores malignos	TOTAL	100
Mujeres	Total	Rioja (La)	Tumores malignos	Sí	2.95
Mujeres	Total	Rioja (La)	Tumores malignos	No	97.05
Mujeres	Total	Rioja (La)	Osteoporosis	TOTAL	100
Mujeres	Total	Rioja (La)	Osteoporosis	Sí	7.46
Mujeres	Total	Rioja (La)	Osteoporosis	No	92.54
Mujeres	Total	Rioja (La)	Problemas de tiroides	TOTAL	100
Mujeres	Total	Rioja (La)	Problemas de tiroides	Sí	9.55
Mujeres	Total	Rioja (La)	Problemas de tiroides	No	90.45
Mujeres	Total	Rioja (La)	Problemas de riñón	TOTAL	100
Mujeres	Total	Rioja (La)	Problemas de riñón	Sí	2.46
Mujeres	Total	Rioja (La)	Problemas de riñón	No	97.54
Mujeres	Total	Rioja (La)	Problemas de próstata (solo hombres)	TOTAL	0
Mujeres	Total	Rioja (La)	Problemas de próstata (solo hombres)	Sí	0
Mujeres	Total	Rioja (La)	Problemas de próstata (solo hombres)	No	0
Mujeres	Total	Rioja (La)	Problemas del periodo menopáusico (solo mujeres)	TOTAL	100
Mujeres	Total	Rioja (La)	Problemas del periodo menopáusico (solo mujeres)	Sí	5.43
Mujeres	Total	Rioja (La)	Problemas del periodo menopáusico (solo mujeres)	No	94.57
Mujeres	Total	Rioja (La)	Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Mujeres	Total	Rioja (La)	Lesiones o defectos permanentes causados por un accidente	Sí	4.67
Mujeres	Total	Rioja (La)	Lesiones o defectos permanentes causados por un accidente	No	95.33
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Tensión alta	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Tensión alta	Sí	15.85
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Tensión alta	No	84.15
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Infarto de miocardio	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Infarto de miocardio	Sí	0
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Infarto de miocardio	No	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Angina de pecho. enfermedad coronaria	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Angina de pecho. enfermedad coronaria	Sí	0.87
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Angina de pecho. enfermedad coronaria	No	99.13
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Otras enfermedades del corazón	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Otras enfermedades del corazón	Sí	4.38
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Otras enfermedades del corazón	No	95.62
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Varices en las piernas	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Varices en las piernas	Sí	5.18
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Varices en las piernas	No	94.82
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Artrosis (excluyendo artritis)	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Artrosis (excluyendo artritis)	Sí	13.47
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Artrosis (excluyendo artritis)	No	86.53
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Dolor de espalda crónico (cervical)	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Dolor de espalda crónico (cervical)	Sí	10.97
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Dolor de espalda crónico (cervical)	No	89.03
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Dolor de espalda crónico (lumbar)	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Dolor de espalda crónico (lumbar)	Sí	11.92
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Dolor de espalda crónico (lumbar)	No	88.08
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	Sí	11.42
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	No	88.58
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Asma (incluida asma alérgica)	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Asma (incluida asma alérgica)	Sí	10.78
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Asma (incluida asma alérgica)	No	89.22
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	Sí	0
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	No	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Diabetes	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Diabetes	Sí	5.6
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Diabetes	No	94.4
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Úlcera de estómago o duodeno	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Úlcera de estómago o duodeno	Sí	1.73
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Úlcera de estómago o duodeno	No	98.27
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Incontinencia urinaria o problemas de control de la orina	Sí	2.13
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Incontinencia urinaria o problemas de control de la orina	No	97.87
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Colesterol alto	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Colesterol alto	Sí	14.52
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Colesterol alto	No	85.48
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Cataratas	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Cataratas	Sí	5.82
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Cataratas	No	94.18
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Problemas crónicos de piel	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Problemas crónicos de piel	Sí	0
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Problemas crónicos de piel	No	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Estreñimiento crónico	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Estreñimiento crónico	Sí	2.13
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Estreñimiento crónico	No	97.87
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Cirrosis. disfunción hepática	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Cirrosis. disfunción hepática	Sí	0
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Cirrosis. disfunción hepática	No	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Depresión	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Depresión	Sí	5.57
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Depresión	No	94.43
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Ansiedad crónica	TOTAL	100
Mujeres	Total	Ceuta (Ciudad Autónoma de)	Ansiedad crónica	Sí	5.94
